geneID	10m	20m	30m	40m	50m	60m	80m	100m	120m	160m	geneName	function
YNL296W	-0.4	-0.03	-0.92	4.95	-0.32	-0.3	0.01	0.2	-0.1	0.06	YNL296W	"Dubious open reading frame unlikely to encode a functional protein; deletion adversely affects sporulation; deletion mutant exhibits synthetic phenotype under expression of mutant huntingtin fragment, but gene does not have human ortholog"
YNL297C	0.36	0.62	0.7	0.7	0.15	-0.04	0	0.53	0.2	0.29	MON2	"Peripheral membrane protein with a role in endocytosis and vacuole integrity, interacts with Arl1p and localizes to the endosome; member of the Sec7p family of proteins"
YNL298W	-0.56	-1.25	-0.54		-0.43	-0.47	-0.06	0.2		0.08	CLA4	"Cdc42p-activated signal transducing kinase of the PAK (p21-activated kinase) family, along with Ste20p and Skm1p; involved in septin ring assembly, vacuole inheritance, cytokinesis, sterol uptake regulation; phosphorylates Cdc3p and Cdc10p"
YNL299W	-2.25	-1.47	-2	-1.56	-0.43	-0.3	-0.03	0	-0.03	0.07	TRF5	"Non-canonical poly(A) polymerase, involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; overlapping but non-redundant functions with Pap2p"
YNL300W	-0.81	-0.64	-1.4	-0.3	-0.54	-0.06	-0.27	0	-0.09	0	TOS6	"Glycosylphosphatidylinositol-dependent cell wall protein, expression is periodic and decreases in respone to ergosterol perturbation or upon entry into stationary phase; depletion increases resistance to lactic acid"
YNL301C	-0.71	-1.84	-1.29	-1.06	-0.76	-0.69	-0.23	-0.23	0.1	0.06	RPL18B	"Protein component of the large (60S) ribosomal subunit, identical to Rpl18Ap and has similarity to rat L18 ribosomal protein"
YNL302C	-0.76	-0.76	-1.29	-0.64	-0.1	-0.69	-0.43	-0.05	-0.41	-0.34	RPS19B	"Protein component of the small (40S) ribosomal subunit, required for assembly and maturation of pre-40 S particles; mutations in human RPS19 are associated with Diamond Blackfan anemia; nearly identical to Rps19Ap"
YNL303W	-1.06	-2.25	-2.06	-1.43	-1.43	-1.25	-1	-0.79	-0.3	-0.3	YNL303W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YNL304W	-0.94	-0.4	-0.84		-0.45	-0.42	-0.27	0.18	-0.01	-0.07	YPT11	Rab family GTPase that interacts with the C-terminal tail domain of Myo2p; mediates distribution of mitochondria and endoplasmic reticuli to daughter cells
YNL305C	0.97	1.08	1.56	0.32	0.56	0.24	0.24	0.48	0.52	0.38	BXI1	Protein involved in apoptosis; variously described as containing a BCL-2 homology (BH3) domain or as a member of the BAX inhibitor family; reported to promote apoptosis under some conditions and to inhibit it in others; localizes to ER and vacuole; may link the unfolded protein response to apoptosis via regulation of calcium-mediated signaling; translocates to mitochondria under apoptosis-inducing conditions in a process involving Mir1p and Cor1p
YNL306W	-0.09	0.34	0.45		0.69	0.37	0.28	0.39	-0.15	0.49	MRPS18	"Mitochondrial ribosomal protein of the small subunit; essential for viability, unlike most other mitoribosomal proteins"
YNL307C	-0.15	-0.09	0.1	-0.47	-0.23	-0.2	-0.27	-0.23	-0.29	-0.06	MCK1	Protein serine/threonine/tyrosine (dual-specificity) kinase involved in control of chromosome segregation and in regulating entry into meiosis; related to mammalian glycogen synthase kinases of the GSK-3 family
YNL308C	-1.79	-2.74	-2.25		-0.51	-0.56	-0.25	-0.17	-0.03	-0.4	KRI1	Essential nucleolar protein required for 40S ribosome biogenesis; physically and functionally interacts with Krr1p
YNL309W	-1.18	-0.94	0.03	-0.43	-0.81	0.18	-0.32	0.04	-0.09	-0.42	STB1	"Protein with a role in regulation of MBF-specific transcription at Start, phosphorylated by Cln-Cdc28p kinases in vitro; unphosphorylated form binds Swi6p and binding is required for Stb1p function; expression is cell-cycle regulated"
YNL310C	0.37	0.5	-0.17		0.2	0.26	0.03	0.15	-0.01	0.03	ZIM17	Heat shock protein with a zinc finger motif; essential for protein import into mitochondria; may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix
YNL311C	0.81	0.16	0.24		-0.12	-0.18	-0.18	0.3	-0.29	-0.27	SKP2	"F-box protein of unknown function predicted to be part of an SCF ubiquitin protease complex; involved in regulating protein levels of sulfur metabolism enzymes; may interact with ribosomes, based on co-purification experiments"
YNL312W	-0.01	0.01	0.92		1.29	0.48	0.08	0.08	-0.58	-0.04	RFA2	"Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination"
YNL313C	-1.15	-1.43	-1.25		-0.54	-0.34	-0.29	0.03	-0.34	-0.27	EMW1	Essential conserved protein with a role in maintaining cell wall integrity; contains six TPR (tetratricopeptide repeat) domains clustered in the C-terminal region; conditional mutant is suppressed by overexpression of GFA1
YNL314W	0.03	-0.58	-0.18	0	0.54	0.23	-0.23	0	1.34	-0.23	DAL82	"Positive regulator of allophanate inducible genes; binds a dodecanucleotide sequence upstream of all genes that are induced by allophanate; contains an UISALL DNA-binding, a transcriptional activation, and a coiled-coil domain"
YNL315C	0.4	0.4	0.63	0.04	0.31	0.12	0.23	0.12	0.18	0.49	ATP11	"Molecular chaperone, required for the assembly of alpha and beta subunits into the F1 sector of mitochondrial F1F0 ATP synthase"
YNL316C	-0.15	-0.43	-0.14		0.21	-0.17	-0.27	-0.1	0.11	-0.07	PHA2	"Prephenate dehydratase, catalyzes the conversion of prephanate to phenylpyruvate, which is a step in the phenylalanine biosynthesis pathway"
YNL317W	-0.94	-0.14	-0.67	0.39	-0.07	-0.47	-0.18	0.07	-0.36	-0.07	PFS2	Integral subunit of the pre-mRNA cleavage and polyadenylation factor (CPF) complex; plays an essential role in mRNA 3'-end formation by bridging different processing factors and thereby promoting the assembly of the processing complex
YNL318C	-1	0.24		-1.89	-0.74	-1.18	-0.79	-0.64	-0.49	-0.18	HXT14	"Protein with similarity to hexose transporter family members, expression is induced in low glucose and repressed in high glucose; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YNL319W	-0.2	-0.03	-0.22	0.31	-0.25	-0.45	-0.29	-0.01	-0.04	-0.3	YNL319W	Dubious open reading frame unlikely to encode a protein; partially overlaps the verified gene HXT14
YNL320W	-0.27	0.58	0.2	0.97	-0.04	0.03	-0.04	-0.12	-0.3	-0.14	YNL320W	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YNL321W	-0.23	-0.69	-0.18	0.25	-0.32	-0.54	0.04	-0.03	-0.04	0.08	VNX1	Calcium/H+ antiporter localized to the endoplasmic reticulum membrane; member of the calcium exchanger (CAX) family; potential Cdc28p substrate
YNL322C	-0.56	-0.1	-0.43	-0.23	-0.92	-0.69	-0.15	-0.23	-0.23	-0.01	KRE1	Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor
YNL323W	-0.49	-1.09	-0.56	-0.6	-0.27	-0.29	-0.15	-0.09	-0.09	-0.07	LEM3	"Membrane protein of the plasma membrane and ER, interacts specifically in vivo with the phospholipid translocase (flippase) Dnf1p; involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane"
YNL324W	-0.36	-0.03	-0.12	0.03	0.1	-0.06	-0.04	-0.38	-0.3	-0.12	YNL324W	"Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YNL325C	-0.74	0.6	0.18	-0.07	-0.04	0.03	0.16	0.11	-0.06	0.06	FIG4	"Phosphatidylinositol 3,5-bisphosphate (PtdIns[3,5]P) phosphatase; required for efficient mating and response to osmotic shock; physically associates with and regulated by Vac14p; contains a SAC1-like domain"
YNL326C	-0.42	0.54	0.24	0.31	-0.34	-0.47	-0.36	-0.69	-0.43	-0.2	PFA3	"Palmitoyltransferase for Vac8p, required for vacuolar membrane fusion; contains an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; autoacylates; required for vacuolar integrity under stress conditions"
YNL327W	-0.69	-1.15	-1.79	-1.36	-1.47	-1.43	-1.47	-0.67	-0.22	-0.18	EGT2	"Glycosylphosphatidylinositol (GPI)-anchored cell wall endoglucanase required for proper cell separation after cytokinesis, expression is activated by Swi5p and tightly regulated in a cell cycle-dependent manner"
YNL328C	-0.04		-0.81	0	-0.86	-0.38	-0.18	-0.38	-0.14	0.03	MDJ2	Constituent of the mitochondrial import motor associated with the presequence translocase; function overlaps with that of Pam18p; stimulates the ATPase activity of Ssc1p to drive mitochondrial import; contains a J domain
YNL329C	-0.07	0.3	0.45	-1.15	-0.27	-0.29	-0.34	-0.15	-0.07	0.04	PEX6	AAA-peroxin that heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol
YNL330C	-0.84	-1.56	-0.64		-0.01	-0.4	-0.09	-0.43	-0.36	-0.42	RPD3	"Histone deacetylase; regulates transcription, silencing, and other processes by influencing chromatin remodeling; forms at least two different complexes which have distinct functions and members"
YNL331C	2.35	1.86	2.39	-0.36	1.7	2.07	1.31	1.05	1.05	1.14	AAD14	Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role
YNL332W	-1.56	-0.71	0.81		0.82	1.02	0.82	0.72	0.43	0.4	THI12	"Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP); member of a subtelomeric gene family including THI5, THI11, THI12, and THI13"
YNL333W	-0.47	0.88	0.16	-0.54	-0.07	0.7	0.43	0.36	0.53	0.42	SNZ2	"Member of a stationary phase-induced gene family; transcription of SNZ2 is induced prior to diauxic shift, and also in the absence of thiamin in a Thi2p-dependent manner; forms a coregulated gene pair with SNO2; interacts with Thi11p"
YNL334C	-0.18	-0.81	-0.54		0.42	0.11	0.3	0	0.1	0.03	SNO2	"Protein of unknown function, nearly identical to Sno3p; expression is induced before the diauxic shift and also in the absence of thiamin"
YNL335W	-1.47	-0.15	-0.71	-1.06	-0.29	0.1	-0.04	0.01	0.16	0.12	DDI3	Protein of unknown function; expression is induced over 100-fold by DNA damage; induction decreased in rad6 and rad18 mutants
YNL336W	-0.07	0.53	0.52		0.33	0.07	0.32	-0.1	0.29	0.18	COS1	"Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins"
YNL337W	-0.58	-0.42	-0.32	-0.56	-0.27	-0.54	-0.34	-0.27	0.11	-0.1	YNL337W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YNL338W	-0.21	-0.75	-0.06		0.22	-0.48	-0.07	-0.15	0	-0.04	YNL338W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps TEL14L-XC, which is Telomeric X element Core sequence on the left arm of Chromosome XIV"
YNL339C	-0.41	-2.31	-0.35	-0.68	-0.02	0.16	-0.11	0.09	0.83	-0.19	YRF1-6	"Helicase encoded by the Y' element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p"
YNR001C	0.1	0.76	1.56		1.61	0.81	0.5	0.24	0.4	0.38	CIT1	"Citrate synthase, catalyzes the condensation of acetyl coenzyme A and oxaloacetate to form citrate; the rate-limiting enzyme of the TCA cycle; nuclear encoded mitochondrial protein"
YNR002C	0.85	0.7	0.07	0.24	0.39	0.65	0.15	0.06	0.31	-0.43	ATO2	"Putative transmembrane protein involved in export of ammonia, a starvation signal that promotes cell death in aging colonies; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family; homolog of Ady2p and Y. lipolytica Gpr1p"
YNR003C	-0.58	-1.15	-0.4	-1	-0.23	0.07	-0.17	-0.1	-0.22	-0.51	RPC34	RNA polymerase III subunit C34; interacts with TFIIIB70 and is a key determinant in pol III recruitment by the preinitiation complex
YNR004W	0.72	0.21	0.5	1.04	0.26	0.28	0.4	0.06	0.43	-0.25	SWM2	Putative protein of unknown function; haploid disruptant exhibits cold-sensitive growth and elongated buds
YNR005C	1.07	1.64	1.43	0.07	0.69	0.19	-0.45	-0.01	-0.43	-0.54	YNR005C	"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YNR006W	0.01		1.47	0.89	0.6	0.46	0.1	0.07	0	-0.6	VPS27	"Endosomal protein that forms a complex with Hse1p; required for recycling Golgi proteins, forming lumenal membranes and sorting ubiquitinated proteins destined for degradation; has Ubiquitin Interaction Motifs which bind ubiquitin (Ubi4p)"
YNR007C	0.91	1.54	0.81	-0.76	0.56	0.8	0.25	0.32	0	-0.2	ATG3	"E2-like enzyme involved in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; plays a role in formation of Atg8p-phosphatidylethanolamine conjugates, which are involved in membrane dynamics during autophagy and Cvt"
YNR008W	0.51	0.45	0.21	-1.12	-0.17	0.01	-0.07	-0.2	-0.01	-0.42	LRO1	Acyltransferase that catalyzes diacylglycerol esterification; one of several acyltransferases that contribute to triglyceride synthesis; putative homolog of human lecithin cholesterol acyltransferase
YNR009W	-0.47	-0.07	0.11	-0.76	-0.2	0.37	0.01	-0.03	-0.04	-0.29	NRM1	Transcriptional co-repressor of MBF (MCB binding factor)-regulated gene expression; Nrm1p associates stably with promoters via MBF to repress transcription upon exit from G1 phase
YNR010W	0.94	0.77	1.08	0.85	0.36	0.21	0.03	-0.1	0.1	-0.42	CSE2	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; component of the Middle domain of mediator; required for regulation of RNA polymerase II activity
YNR011C	-0.12	-0.94	-0.14	-0.14	0.15	-0.17	-0.27	0.07	-0.47	-1	PRP2	"RNA-dependent ATPase in the DEAH-box family, required for activation of the spliceosome before the first transesterification step in RNA splicing; orthologous to human protein DHX16"
YNR012W	1.34	-2.18	-1.56	-0.71	-0.47	-0.2	-0.34	-0.4	-0.1	-0.76	URK1	"Uridine/cytidine kinase, component of the pyrimidine ribonucleotide salvage pathway that converts uridine into UMP and cytidine into CMP; involved in the pyrimidine deoxyribonucleotide salvage pathway, converting deoxycytidine into dCMP"
YNR013C	0.18	0.01	0.28	0.03	0.12	-0.06	-0.22	0.16	-0.25	-0.32	PHO91	"Low-affinity phosphate transporter of the vacuolar membrane; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth"
YNR014W	0.9	-0.01	0.23	-1.09	0.01	-0.86	-0.14	-0.17	-0.25	-0.3	YNR014W	"Putative protein of unknown function; expression is cell-cycle regulated, Azf1p-dependent, and heat-inducible"
YNR015W	-0.36	-0.62	-0.45		-0.06	0.04	-0.36	0.04	-0.42	-0.49	SMM1	"Dihydrouridine synthase, member of a family of dihydrouridine synthases including Dus1p, Smm1p, Dus3p, and Dus4p; modifies uridine residues at position 20 of cytoplasmic tRNAs"
YNR016C	0.74	-0.06	0.58	0.05	0.27	0.42	-0.23	0.86	-0.18	-0.1	ACC1	"Acetyl-CoA carboxylase, biotin containing enzyme that catalyzes the carboxylation of acetyl-CoA to form malonyl-CoA; required for de novo biosynthesis of long-chain fatty acids"
YNR017W	-0.25	-0.64	-0.6		-0.54	-0.56	-0.27	0.07	-0.42	-0.2	TIM23	"Essential component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein import into mitochondrial matrix and inner membrane; with Tim17p, contributes to architecture and function of the import channel"
YNR018W	-0.27		-0.71	-0.32	-0.18	-0.4	-0.29	0.07	-0.42	-0.6	RCF2	Putative protein of unknown function; non-tagged protein is detected in purified mitochondria; may interact with respiratory chain complex IV; null mutant is viable and displays reduced frequency of mitochondrial genome loss
YNR019W	0.41	0.77			-0.04	0.21	-0.42	-0.32	-0.89	-0.42	ARE2	"Acyl-CoA:sterol acyltransferase, isozyme of Are1p; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the presence of oxygen"
YNR020C	0.12	0.49		0.36	0.29	0.67	0.01	0.2	-0.03	-0.36	ATP23	"Putative metalloprotease of the mitochondrial inner membrane, required for processing of Atp6p; has an additional role in assembly of the F0 sector of the F1F0 ATP synthase complex"
YNR021W	0.2	0.48	0.14		-0.24	-0.2	-0.31	-0.16	-0.14	-0.12	YNR021W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YNR021W is not an essential gene
YNR022C	0.53	0.29	0.46	0.93	0.2	0.18	-0.2	0.03	-0.09	-0.36	MRPL50	"Mitochondrial ribosomal protein of the large subunit, not essential for mitochondrial translation"
